"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20",
CMA,53.93,19.98,3242900,47.55,46.32,45.04,42.13,41.67,42.24,43.09,44.44,41.38,39.83,0,0,0.27,0.23,
DLR,138.22,-5.77,3239100,145.24,147.09,148.61,149.54,147.15,145.91,144.61,150.89,150.21,148.02,0,0,-0.37,-0.17,
DISCK,20.11,6.51,3068200,19.16,19.01,19.02,19.43,20.00,20.30,20.62,18.77,19.77,19.66,0,0,-0.05,-0.06,
ACN,240.22,1.66,3052100,231.37,228.80,227.67,226.75,220.66,218.21,215.86,226.84,230.82,222.67,0,0,-0.20,-0.20,
AVB,164.69,11.31,3047800,150.92,148.84,148.51,150.99,156.07,158.49,160.95,146.84,152.04,154.02,0,0,-0.63,-0.53,
CAH,55.41,5.26,3043300,51.40,50.17,49.33,49.25,50.04,50.20,50.30,48.76,48.65,51.27,0,0,0.05,0.03,
AMGN,235.00,1.44,2994600,229.03,228.25,229.89,236.61,236.61,235.56,234.25,228.12,240.36,239.71,0,0,-1.13,-1.02,
ETN,113.50,3.22,2959800,109.52,108.57,107.69,103.87,99.17,97.83,96.65,107.96,104.33,97.50,0,0,0.06,0.12,
CHD,84.83,-6.27,2914700,88.53,89.25,90.05,90.50,87.30,86.04,84.86,90.87,92.63,87.16,0,0,-0.21,-0.15,
BWA,37.99,4.28,2913000,36.87,37.07,37.54,38.28,37.40,37.12,36.91,37.76,39.47,37.67,0,0,-0.16,-0.12,
CTXS,114.65,-3.57,2835600,117.30,119.42,122.91,131.63,134.42,134.11,133.40,125.25,134.12,139.40,0,0,-1.26,-0.96,
FRT,91.61,32.90,2783100,76.37,74.95,74.67,76.53,80.71,82.80,85.02,73.88,77.10,80.04,0,0,-0.28,-0.25,
ECL,216.90,8.78,2693800,199.90,197.93,197.68,198.59,197.84,197.31,196.70,197.80,199.18,201.34,0,0,-0.47,-0.34,
CI,211.20,4.83,2686300,198.33,191.53,185.81,179.13,179.91,180.35,180.69,182.00,175.77,181.34,0,0,0.65,0.51,
DG,210.49,-4.93,2639400,214.74,214.66,214.38,208.60,199.28,195.92,192.64,215.96,208.40,199.11,0,0,-0.21,0.01,
AIV,28.78,11.29,2630800,28.35,29.53,30.90,33.75,35.91,36.70,37.48,31.72,34.38,36.13,0,0,-0.34,-0.25,
EIX,60.76,4.18,2624900,58.74,58.27,57.57,55.64,56.20,56.75,57.35,58.07,54.04,55.19,0,0,0.18,0.20,
AON,192.91,1.34,2548300,188.97,191.23,194.61,198.77,198.08,197.69,197.23,198.16,200.44,198.24,0,0,-1.12,-0.73,
AMT,237.98,-1.72,2423600,237.62,237.29,238.00,242.90,244.59,244.02,243.01,237.57,243.78,251.21,0,0,-0.44,-0.40,
CHRW,93.92,3.64,2417500,91.20,92.49,94.57,96.16,92.15,90.76,89.57,96.04,98.97,91.59,0,0,-0.73,-0.52,
AVGO,375.54,-1.33,2407900,369.86,367.69,366.86,356.76,338.91,333.55,328.83,368.62,359.73,335.40,0,0,-0.69,-0.31,
CDNS,118.57,-5.52,2405600,118.51,116.40,114.42,109.41,102.73,100.27,97.91,114.22,109.42,103.72,0,0,0.15,0.19,
DLTR,95.87,0.36,2405300,94.52,94.03,93.64,93.01,92.13,91.97,91.95,94.16,93.32,93.24,0,0,-0.0030,0.04,
FLS,32.15,12.22,2378200,30.54,30.23,29.86,29.26,29.81,30.34,30.97,29.80,29.05,28.96,0,0,0.09,0.08,
ADSK,262.61,1.23,2361800,253.57,250.96,248.38,241.23,231.00,226.91,222.87,250.49,240.97,236.61,0,0,0.46,0.56,
ADP,169.89,2.20,2298000,163.85,160.27,156.09,147.71,146.25,146.60,147.09,154.25,143.80,144.60,0,0,0.81,0.71,
FOX,26.19,2.28,2285500,26.08,26.23,26.50,26.94,27.28,27.53,27.82,26.42,27.26,27.10,0,0,-0.12,-0.09,
GD,147.13,5.61,2276200,140.08,139.07,139.11,142.10,145.32,146.67,148.09,138.52,143.42,146.81,0,0,-0.35,-0.31,
ED,79.28,1.90,2248800,79.49,79.87,79.92,78.12,77.69,77.97,78.33,80.72,76.88,75.39,0,0,-0.02,0.06,
CERN,73.87,1.25,2234600,72.64,72.45,72.33,71.86,71.25,71.06,70.87,72.61,71.95,71.24,0,0,-0.03,-0.0001,
DE,248.87,0.50,2219500,241.46,238.58,235.79,220.67,202.13,197.14,192.97,236.57,222.25,193.78,0,0,0.17,0.37,
EXR,106.92,-5.15,2201900,113.08,114.05,114.10,110.57,106.72,105.93,105.38,115.15,110.68,104.16,0,0,0.21,0.24,
FFIV,154.97,7.34,2187000,141.78,138.16,135.00,131.74,132.24,132.50,132.82,133.46,128.80,135.24,0,0,0.47,0.39,
A,112.50,-0.04,2177900,109.32,107.82,106.43,102.10,97.03,95.41,93.92,106.20,101.86,96.60,0,0,0.15,0.17,
CCI,161.78,-1.40,2174000,161.60,161.39,161.69,162.76,161.88,161.00,159.93,161.81,162.55,165.02,0,0,-0.37,-0.26,
AKAM,99.27,-2.32,2168600,100.01,101.07,102.94,106.58,105.83,104.99,104.03,104.33,108.52,107.81,0,0,-0.69,-0.51,
CTLT,101.91,-1.36,2157500,98.82,96.60,94.60,89.57,83.49,81.30,79.20,93.92,89.25,84.04,0,0,0.18,0.20,
ALB,116.73,4.02,2138400,105.06,101.50,98.81,93.62,88.23,86.61,85.23,97.04,94.18,87.70,0,0,0.23,0.19,
FLT,269.12,15.95,2067200,242.90,240.52,240.12,241.82,245.20,246.68,248.10,241.13,240.79,247.80,0,0,-0.60,-0.36,
APTV,106.69,2.12,2033100,102.62,101.06,99.36,93.12,87.67,86.43,85.50,99.24,91.95,85.79,0,0,0.23,0.29,
AEE,83.04,1.45,1967200,82.72,82.61,82.25,80.50,78.93,78.54,78.21,82.45,80.20,77.84,0,0,0.11,0.13,
APH,121.59,1.04,1956700,118.33,117.09,115.76,111.25,106.50,105.20,104.10,115.74,110.98,105.67,0,0,0.23,0.25,
BDX,240.31,1.56,1929100,237.14,236.89,236.62,239.31,243.34,244.34,245.14,237.02,237.92,245.02,0,0,0.12,0.12,
FTV,70.33,2.87,1915800,66.94,66.14,65.68,63.77,61.41,60.87,60.49,65.60,63.76,60.48,0,0,-0.11,-0.04,
EL,246.21,3.17,1912900,234.72,231.65,228.87,219.73,210.22,207.59,205.25,228.26,220.21,207.69,0,0,0.41,0.43,
AAP,156.63,0.16,1875300,154.88,154.04,153.72,152.46,148.54,147.49,146.75,153.49,154.43,149.35,0,0,-0.20,-0.14,
DGX,120.32,-5.19,1869700,124.57,124.24,123.00,119.28,116.33,115.31,114.34,123.37,116.99,117.79,0,0,0.52,0.48,
EXPD,87.31,-1.14,1818200,88.19,89.10,89.91,88.90,85.24,84.08,83.06,91.22,90.05,84.22,0,0,-0.14,-0.05,
CPRT,121.33,-1.93,1815300,119.56,117.66,115.74,108.63,101.39,99.36,97.55,115.73,108.38,98.60,0,0,0.15,0.23,
FLIR,36.85,6.04,1797800,35.71,35.68,35.77,36.56,38.29,38.99,39.67,35.89,35.91,38.82,0,0,-0.08,-0.05,
AJG,109.98,-0.48,1797000,108.99,108.24,107.62,105.62,102.54,101.50,100.51,107.53,105.73,102.84,0,0,-0.0076,0.03,
ES,93.53,0.81,1757800,91.98,91.51,90.86,88.45,86.97,86.57,86.17,91.39,87.15,86.38,0,0,0.06,0.14,
ARE,154.07,-1.94,1726900,156.03,156.55,157.64,161.01,161.17,160.76,160.22,157.92,162.65,163.55,0,0,-0.48,-0.38,
CMS,66.14,3.05,1651800,64.88,64.75,64.48,63.05,62.03,61.81,61.62,64.89,62.46,61.25,0,0,0.07,0.10,
BKNG,2118.24,18.75,1649300,1817.75,1771.55,1749.70,1739.81,1724.05,1722.41,1723.36,1724.40,1767.99,1729.81,0,0,-2.63,-2.44,
CHTR,613.20,-4.85,1632700,619.17,614.38,613.24,606.58,582.81,573.46,564.14,611.10,615.87,581.51,0,0,-1.88,-1.43,
ANTM,322.41,2.90,1617600,309.50,303.82,298.31,285.24,278.80,277.58,276.69,298.12,280.78,276.66,10,5,0.61,0.77,
AME,114.07,3.40,1610400,108.13,106.69,105.72,102.30,98.27,97.17,96.22,106.02,102.61,97.26,0,0,-0.07,0.03,
FTNT,117.11,-0.09,1607800,117.14,118.43,119.95,123.11,123.40,122.53,121.34,123.09,122.89,129.56,0,0,-0.43,-0.20,
FBHS,80.06,-9.17,1585700,84.79,84.94,85.17,83.12,77.46,75.60,73.93,85.54,85.16,76.34,0,0,-0.22,-0.13,
CDW,143.95,4.27,1568900,135.27,132.31,129.68,122.96,119.41,118.80,118.31,129.44,120.11,117.72,0,0,0.17,0.27,
ALXN,124.88,-0.30,1500300,122.44,121.37,120.42,116.08,112.33,111.49,110.90,120.87,114.55,112.02,0,0,-0.06,0.07,
FRC,137.24,5.76,1448200,129.83,128.36,126.34,119.55,114.78,113.56,112.51,127.22,117.16,113.84,0,0,0.44,0.52,
CMI,228.97,-0.03,1435400,226.88,225.22,223.16,213.63,200.86,197.03,193.67,223.22,214.77,197.87,0,0,0.32,0.38,
AOS,53.13,-2.62,1425100,53.41,53.50,53.61,52.43,50.43,49.88,49.43,54.01,52.22,50.32,0,0,-0.11,-0.04,
AMP,182.94,7.75,1386800,171.62,169.34,167.34,161.19,155.22,153.67,152.38,167.66,159.96,155.49,0,0,0.09,0.23,
CINF,85.73,15.46,1371900,76.70,76.06,76.27,76.82,77.39,78.14,79.03,76.41,77.83,73.97,0,0,-0.32,-0.23,
AWK,162.33,0.74,1347500,158.19,156.69,155.11,149.29,143.20,141.33,139.59,155.19,148.11,141.30,0,0,0.12,0.22,
DPZ,376.55,-5.83,1335900,387.91,389.41,392.42,396.68,387.43,382.22,376.69,392.12,402.80,393.49,0,0,-1.21,-1.03,
ESS,254.45,12.01,1270400,227.78,220.31,215.28,214.10,223.09,227.21,231.30,209.24,212.04,222.21,0,0,0.11,-0.07,
APD,312.67,1.94,1261700,298.88,295.24,293.89,290.25,278.29,273.81,269.53,292.25,294.51,278.06,0,0,-0.62,-0.49,
DVA,102.33,3.76,1235100,96.24,93.93,92.00,88.43,85.44,84.35,83.25,91.09,88.14,85.13,0,0,0.23,0.20,
DTE,128.81,4.00,1230500,125.63,124.68,123.28,119.22,116.55,116.20,116.07,123.02,118.77,114.68,0,0,0.42,0.37,
DXCM,343.84,-4.84,1192000,348.74,354.67,363.88,384.77,378.83,371.49,362.86,371.76,394.24,400.67,0,0,-2.57,-1.92,
ALLE,111.87,8.79,1144200,104.58,103.43,102.77,101.94,102.45,102.81,103.12,102.82,101.41,101.99,0,0,-0.10,-0.03,
EMN,90.34,6.24,1084100,85.78,85.02,84.33,80.84,76.80,75.79,75.04,84.84,80.32,76.18,0,0,0.02,0.10,
ABC,106.26,2.22,1079800,103.11,101.55,100.23,98.57,97.17,96.53,95.86,99.51,97.77,98.83,0,0,0.16,0.13,
ETR,109.15,4.04,1073800,106.48,106.09,105.49,102.92,102.34,102.57,102.84,106.09,101.35,100.50,0,0,0.08,0.16,
BF.B,76.98,2.27,1068300,74.40,73.97,74.12,73.84,71.56,70.75,69.98,73.99,75.32,70.93,0,0,-0.27,-0.21,
CTAS,363.46,6.61,1043400,340.85,337.19,335.61,326.14,307.64,301.82,296.61,336.75,331.04,304.99,0,0,-0.73,-0.37,
CBOE,87.20,3.01,1024000,84.68,83.98,83.92,86.41,90.34,91.78,93.11,82.78,87.05,90.79,0,0,-0.18,-0.22,
DOV,119.72,2.83,1014100,116.24,115.18,114.23,111.21,107.70,106.77,105.97,114.07,111.89,106.31,0,0,0.11,0.12,
EFX,151.90,1.22,1013200,149.59,149.94,151.63,156.60,156.70,155.93,154.97,152.87,158.58,162.32,0,0,-0.88,-0.66,
CE,126.25,5.48,1012100,119.69,118.29,116.95,110.79,104.98,103.91,103.23,117.36,110.57,101.28,0,0,0.09,0.18,
ALGN,476.99,-0.18,957200,468.91,452.09,427.48,365.53,325.91,316.14,308.15,416.13,348.89,314.44,12,11,7.74,6.21,
ANET,261.68,-0.50,908600,247.55,238.34,230.78,221.51,219.46,219.28,219.37,226.46,216.93,221.30,0,0,0.52,0.46,
AVY,152.35,2.76,891200,146.16,143.44,140.09,130.41,124.62,123.44,122.51,139.47,127.22,121.49,0,0,0.78,0.72,
BLK,666.02,1.70,870000,647.19,638.59,629.13,600.76,575.07,566.90,559.35,634.68,593.81,575.84,17,17,1.23,1.71,
EQIX,743.21,-6.44,852400,765.01,767.90,772.31,769.19,743.73,732.58,721.17,780.35,775.30,747.30,12,11,-2.62,-1.45,
ATO,97.79,4.43,808500,95.56,95.39,95.36,96.56,98.57,99.23,99.82,95.20,96.27,99.08,0,0,-0.03,-0.03,
FMC,109.84,1.09,804800,107.45,106.86,106.68,106.37,103.93,102.89,101.85,106.78,107.44,105.00,0,0,-0.11,-0.08,
AIZ,131.80,3.71,716100,127.67,126.54,125.44,121.71,118.25,117.59,117.10,124.67,122.69,115.04,0,0,0.14,0.13,
BR,146.88,0.20,567600,144.37,143.25,142.04,138.00,133.11,131.64,130.36,142.57,138.01,132.88,0,0,0.17,0.22,
CMG,1278.13,-3.62,502800,1278.93,1278.24,1280.14,1253.67,1175.43,1146.04,1117.95,1296.48,1278.38,1184.03,12,11,-1.56,-0.33,
ANSS,328.47,-2.47,500700,325.90,324.93,325.29,321.37,308.57,303.47,298.36,328.68,325.32,309.65,3,0,-1.03,-0.55,
ABMD,279.61,2.72,426400,271.17,271.18,272.17,274.34,262.83,257.91,253.67,274.70,280.62,272.68,0,0,-0.32,-0.19,
COO,351.74,5.34,410100,336.47,336.78,338.19,331.41,321.61,319.42,317.66,341.82,332.13,313.52,0,0,-0.97,-0.44,
AZO,1151.39,-0.62,349300,1151.68,1152.61,1156.01,1164.66,1150.36,1143.88,1137.41,1160.23,1180.88,1164.26,0,0,-0.99,-0.92,
BIO,579.96,-9.87,294200,605.15,596.67,584.15,546.76,512.29,500.73,489.74,581.40,537.20,510.34,20,18,2.90,2.70,
